,Time,Wavelength,PowerFringe_dB,RawFringe,PowerEnvelope,MZI_Freq,SpecMin,SpecMax
69,6.900000000000001e-08,1111.8460670956463,-22.64888054142375,-0.0048187991461506,-0.011288064000000375,-30.872570339257766,25,50
70,7e-08,1111.8587886700543,-22.65095571430828,-0.00031939958383602656,-0.008916996000000399,-30.872571051089086,25,50
71,7.1e-08,1111.871510535874,-22.652728377529186,0.0011492134839932442,-0.009443900000000394,-30.87257173917369,25,50
72,7.200000000000001e-08,1111.8842326931056,-22.654208858292492,-0.0012032627228838388,-0.01181496800000037,-30.87257240240913,25,50
73,7.3e-08,1111.8969551417488,-22.655407558569713,0.003161270744862765,-0.016557104000000322,-30.872573041348296,25,50
74,7.4e-08,1111.9096778818036,-22.656334948237845,0.005285521759881607,-0.01761091200000031,-30.87257365654405,25,50
75,7.500000000000001e-08,1111.9224009132704,-22.657001558421733,0.004379179193683623,-0.01682055600000032,-30.872574246342303,25,50
76,7.6e-08,1111.9351242361486,-22.657417975048787,0.005843025014504269,-0.018401268000000304,-30.872574812951072,25,50
77,7.7e-08,1111.9478478504386,-22.65759483262499,0.005725311488185128,-0.016557104000000322,-30.87257535471628,25,50
78,7.800000000000001e-08,1111.9605717561403,-22.657542808240507,0.0019184367218456958,-0.011288064000000375,-30.87257587274248,25,50
79,7.9e-08,1111.973295953254,-22.6572726158124,0.000613500930628489,-0.01181496800000037,-30.872576365927372,25,50
80,8e-08,1111.9860204417791,-22.656795000571037,0.002600847847334706,-0.013922584000000349,-30.872576834272135,25,50
81,8.100000000000001e-08,1111.9987452217158,-22.656120733796175,-0.0010768772062720196,-0.011288064000000375,-30.872577279984466,25,50
82,8.2e-08,1112.0114702930646,-22.655260607807904,0.00025008307338177127,-0.008916996000000399,-30.872577700307215,25,50
83,8.3e-08,1112.024195655825,-22.654225431216926,0.0035520222064087553,-0.012605324000000362,-30.87257809579321,25,50
84,8.400000000000001e-08,1112.0369213099968,-22.653026024438017,-0.0018408529342893915,-0.016293652000000325,-30.872578468098386,25,50
85,8.500000000000001e-08,1112.0496472555806,-22.651673215469835,-0.0030194547242894773,-0.012078420000000367,-30.872578815569025,25,50
86,8.6e-08,1112.062373492576,-22.650177835943666,-0.00011552860548222046,-0.009180448000000396,-30.87257913986099,25,50
87,8.700000000000001e-08,1112.0751000209834,-22.64855071744308,0.0017336103178874126,-0.008653544000000402,-30.872579437665923,25,50
88,8.800000000000001e-08,1112.087826840802,-22.64680268809604,0.002659671703744632,-0.008126640000000407,-30.87257971284598,25,50
89,8.9e-08,1112.1005539520327,-22.64494456944036,0.0017405574785341953,-0.014186036000000346,-30.87257996374752,25,50
90,9.000000000000001e-08,1112.113281354675,-22.642987173563093,0.004772169926586862,-0.01761091200000031,-30.872580189268593,25,50
91,9.100000000000001e-08,1112.126009048729,-22.64094130051393,0.008988239601887667,-0.018401268000000304,-30.872580392167986,25,50
92,9.2e-08,1112.138737034195,-22.638817735992284,0.005563107341576103,-0.016293652000000325,-30.872580569137646,25,50
93,9.300000000000001e-08,1112.1514653110723,-22.636627249307523,0.0009512687027583427,-0.012605324000000362,-30.872580722384804,25,50
94,9.400000000000001e-08,1112.1641938793614,-22.63438059161134,-0.0008955788554202667,-0.012078420000000367,-30.87258085191049,25,50
95,9.5e-08,1112.1769227390623,-22.63208849440114,-0.0016899434852562416,-0.012605324000000362,-30.872580956612865,25,50
96,9.600000000000001e-08,1112.189651890175,-22.629761668292932,-0.0024857045414784606,-0.011551516000000372,-30.872581037595968,25,50
97,9.700000000000001e-08,1112.2023813326994,-22.627410802062265,-0.0032829326300734337,-0.006019024000000428,-30.87258109320658,25,50
98,9.8e-08,1112.2151110666352,-22.625046561951343,-0.002764436514257835,-0.005755572000000431,-30.872581424522153,25,50
99,9.9e-08,1112.2278410921062,-22.62267959123999,-0.002247530177301166,-0.010234256000000386,-30.87255711389143,25,50
100,1.0000000000000001e-07,1112.2405713989613,-22.651898872480025,-0.002390892982101811,-0.009970804000000388,-30.87255712206106,25,50
101,1.01e-07,1112.2533019972377,-22.648259550189167,-0.0029311189670521948,-0.012605324000000362,-30.872557129673403,25,50
102,1.02e-07,1112.2660328869454,-22.624903577150953,-0.005317228417531437,-0.01471294000000034,-30.872557138932862,25,50
103,1.0300000000000001e-07,1112.278764068095,-22.607787059581305,-0.008100269492482114,-0.012605324000000362,-30.872557145978682,25,50
104,1.04e-07,1112.2914955406955,-22.60280098290135,-0.009172649045954547,-0.013395680000000354,-30.87255715466938,25,50
105,1.05e-07,1112.3042273047577,-22.5758958302563,-0.00629503074444496,-0.012078420000000367,-30.87255716224702,25,50
106,1.0600000000000001e-07,1112.316959360291,-22.54345913517173,-0.003023986281439326,-0.012078420000000367,-30.872557170915872,25,50
107,1.07e-07,1112.3296917073062,-22.49454709218249,-0.0022574446295664805,-0.015503296000000333,-30.8725571790208,25,50
108,1.08e-07,1112.3424243458128,-22.436492178614927,-0.003995361608991077,-0.01076116000000038,-30.872557186009455,25,50
109,1.0900000000000001e-07,1112.3551572758204,-22.40577131370914,-0.004417642690472833,-0.004438312000000444,-30.87255719463725,25,50
110,1.1e-07,1112.3678904973397,-22.388016574701403,-0.003655952633197255,-0.006282476000000425,-30.872557203800362,25,50
111,1.11e-07,1112.3806240103809,-22.374671944646366,-0.003422653858653966,-0.010497708000000383,-30.872557211292616,25,50
112,1.1200000000000001e-07,1112.3933578149533,-22.38681234447582,-0.001214880701366792,-0.012605324000000362,-30.872557218766797,25,50
113,1.13e-07,1112.406091911067,-22.42864529907653,-0.001642942896543741,-0.012605324000000362,-30.872557227324236,25,50
114,1.14e-07,1112.4188262987325,-22.46978327049089,-0.0029943161842756615,-0.005755572000000431,-30.872557235310076,25,50
115,1.1500000000000001e-07,1112.4315609779594,-22.48717348649809,-0.0028978432898357337,-0.003121052000000457,-30.87255724382566,25,50
116,1.16e-07,1112.444295948758,-22.483613800630266,-0.003329305560421062,-0.005755572000000431,-30.872557250665068,25,50
117,1.17e-07,1112.4570312111377,-22.46184552418274,-0.0015223557793041017,-0.003911408000000449,-30.872557261339164,25,50
118,1.1800000000000001e-07,1112.46976676511,-22.443829106928863,2.0335441845334857e-05,-0.004701764000000441,-30.872557265925412,25,50
119,1.1900000000000001e-07,1112.4825026106826,-22.42546725599221,0.0005085340521847614,-0.0041748600000004465,-30.87255727599758,25,50
120,1.2000000000000002e-07,1112.4952387478675,-22.41015969449004,0.0020499699926431504,-0.0070728320000004175,-30.872557284389153,25,50
121,1.21e-07,1112.507975176674,-22.422087125768723,0.0031957800286206866,-0.011288064000000375,-30.87255729054806,25,50
122,1.22e-07,1112.5207118971116,-22.439397550924653,0.001706742944223291,-0.007599736000000412,-30.872557301086804,25,50
123,1.23e-07,1112.5334489091917,-22.454665332168354,0.001666460798129976,-0.009443900000000394,-30.872557307186188,25,50
124,1.24e-07,1112.5461862129227,-22.452436120883817,0.0025481344409025676,-0.013659132000000351,-30.87255731766299,25,50
125,1.2500000000000002e-07,1112.5589238083164,-22.452485106793997,0.002771154912801499,-0.013659132000000351,-30.872557323698423,25,50
126,1.2600000000000002e-07,1112.571661695381,-22.4685837384164,0.002599065981541751,-0.008653544000000402,-30.872557333006714,25,50
127,1.27e-07,1112.5843998741277,-22.48650183074457,0.00031952146027856994,-0.0070728320000004175,-30.872557341178016,25,50
128,1.28e-07,1112.5971383445662,-22.509701403120058,0.001728529466006707,-0.008916996000000399,-30.872557348211323,25,50
129,1.29e-07,1112.609877106706,-22.553659542603572,0.0018205952976848934,-0.006019024000000428,-30.872557356860785,25,50
130,1.3e-07,1112.622616160558,-22.591071750439063,0.0009909704333323321,-0.004438312000000444,-30.872557366574114,25,50
131,1.31e-07,1112.6353555061323,-22.64209566025428,0.0012156100062305517,-0.007599736000000412,-30.87255737073804,25,50
132,1.3200000000000002e-07,1112.6480951434369,-22.702536609237708,-0.0011937344794573275,-0.012078420000000367,-30.872557381473797,25,50
133,1.33e-07,1112.6608350724844,-22.73999419611032,0.0002175583861679987,-0.009443900000000394,-30.87255738941301,25,50
134,1.34e-07,1112.6735752932836,-22.766726797934297,0.0030784944120427777,-0.0007499840000002589,-30.872557397860632,25,50
135,1.35e-07,1112.686315805845,-22.81165862290411,0.004491174796846788,-0.005492120000000433,-30.87255740406073,25,50
136,1.36e-07,1112.6990566101774,-22.85672528060094,0.0024797740773220304,-0.016557104000000322,-30.87255741407275,25,50
137,1.37e-07,1112.7117977062926,-22.895562234806274,0.0009961111356255432,-0.011551516000000372,-30.872557421284103,25,50
138,1.3800000000000002e-07,1112.7245390941994,-22.911415533514663,0.0038602726059761743,-0.002330696000000465,-30.872557430101224,25,50
139,1.3900000000000001e-07,1112.7372807739084,-22.895957738065704,0.001983230579236636,-0.006545928000000423,-30.872557437217473,25,50
140,1.4e-07,1112.750022745429,-22.9069751418547,0.0011609440649224259,-0.011024612000000378,-30.87255744483543,25,50
141,1.41e-07,1112.7627650087716,-22.90717944463504,0.0032375985712077148,-0.007599736000000412,-30.872557454606593,25,50
142,1.42e-07,1112.7755075639468,-22.888255014469458,-0.0019296545171173054,-0.008916996000000399,-30.872557461571834,25,50
143,1.43e-07,1112.7882504109637,-22.884118610544284,-0.006173807262336709,-0.01181496800000037,-30.87255746958629,25,50
144,1.4400000000000002e-07,1112.8009935498326,-22.893587219908746,-0.0033037318586348315,-0.010234256000000386,-30.872557479199592,25,50
145,1.4500000000000001e-07,1112.8137369805643,-22.933120380838524,-0.0024084614197916318,-0.01076116000000038,-30.872557485453022,25,50
146,1.46e-07,1112.8264807031674,-22.96602250321497,0.00020036262844272152,-0.012605324000000362,-30.87255749495556,25,50
147,1.47e-07,1112.8392247176532,-22.979104763300686,0.003337256171732267,-0.012605324000000362,-30.872557502748577,25,50
148,1.48e-07,1112.8519690240312,-23.00828198518472,-0.0011647217724450017,-0.011551516000000372,-30.872557511034262,25,50
149,1.49e-07,1112.8647136223115,-23.068594057945212,-0.0023723019159912987,-0.005228668000000436,-30.872557517608374,25,50
150,1.5000000000000002e-07,1112.8774585125034,-23.124184989088267,0.0030077002171079287,-0.0018037920000004704,-30.872557526876058,25,50
151,1.5100000000000002e-07,1112.890203694618,-23.151538731872357,0.0033834763243096202,-0.004965216000000439,-30.87255753498068,25,50
152,1.52e-07,1112.9029491686651,-23.21476581728797,0.0012578539334185293,-0.0041748600000004465,-30.872557543022726,25,50
153,1.53e-07,1112.9156949346545,-23.30297018284661,0.0013729902487513111,-0.004965216000000439,-30.872557551551818,25,50
154,1.54e-07,1112.9284409925965,-23.38977864295299,0.003070287915091397,-0.009180448000000396,-30.872557559465356,25,50
155,1.55e-07,1112.9411873425008,-23.42440683146805,0.0038469861979436317,-0.00786318800000041,-30.872557565660895,25,50
156,1.5600000000000002e-07,1112.9539339843768,-23.430589872370888,0.0005416901197332968,-0.010234256000000386,-30.872557575644375,25,50
157,1.5700000000000002e-07,1112.966680918236,-23.441984649546946,0.0001358699730885218,-0.01286877600000036,-30.872557583907543,25,50
158,1.58e-07,1112.979428144088,-23.458263033092983,0.002629535471269052,-0.007599736000000412,-30.872557591550798,25,50
159,1.59e-07,1112.9921756619422,-23.479227981935278,0.00011915767448922299,-0.00680938000000042,-30.87255759912373,25,50
160,1.6e-07,1113.0049234718088,-23.513429817457133,-0.0026531369877536145,-0.011551516000000372,-30.87255760882778,25,50
161,1.61e-07,1113.0176715736986,-23.565960274022274,0.0001085825826495088,-0.013395680000000354,-30.872557615155372,25,50
162,1.6200000000000002e-07,1113.0304199676204,-23.610559912692235,0.004584279867687169,-0.01076116000000038,-30.87255762471308,25,50
163,1.6300000000000002e-07,1113.0431686535856,-23.62635369291268,0.0047145811428392905,-0.011551516000000372,-30.872557630892278,25,50
164,1.64e-07,1113.0559176316026,-23.633864234601,0.002475367202136741,-0.013132228000000357,-30.872557641950973,25,50
165,1.65e-07,1113.0686669016836,-23.66372441577377,-0.0004209408989943055,-0.013659132000000351,-30.87255764742668,25,50
166,1.66e-07,1113.0814164638364,-23.674449464658633,-0.0037109087025067166,-0.016030200000000328,-30.872557655577257,25,50
167,1.67e-07,1113.094166318072,-23.706676480077284,-0.0030476072692328894,-0.015503296000000333,-30.872557664749664,25,50
168,1.6800000000000002e-07,1113.106916464401,-23.791858336662052,0.004598640754931221,-0.01471294000000034,-30.8725576716395,25,50
169,1.6900000000000002e-07,1113.1196669028323,-23.81751199948092,0.0076359722662950056,-0.01971852800000029,-30.872557681751083,25,50
170,1.7000000000000001e-07,1113.1324176333774,-23.825242234415853,0.0005318952651651909,-0.02261650000000026,-30.87255768902737,25,50
171,1.71e-07,1113.1451686560451,-23.847370559118318,-0.0028824282238397152,-0.01682055600000032,-30.87255769732103,25,50
172,1.72e-07,1113.157919970846,-23.810958265821498,-0.0010263208916406097,-0.01471294000000034,-30.872557704428885,25,50
173,1.73e-07,1113.1706715777896,-23.80390484376989,-0.00022263962784011405,-0.018401268000000304,-30.87255771255183,25,50
174,1.7400000000000002e-07,1113.1834234768862,-23.842627057688507,-0.0011300376092432637,-0.01761091200000031,-30.872557721688665,25,50
175,1.7500000000000002e-07,1113.1961756681465,-23.87963494525245,0.001125308967314536,-0.019455076000000293,-30.872557729636384,25,50
176,1.7600000000000001e-07,1113.2089281515798,-23.85819738157764,0.0018012554687286875,-0.024197212000000246,-30.872557738045288,25,50
177,1.77e-07,1113.2216809271965,-23.80280204262729,-0.002000185433863643,-0.02077233600000028,-30.87255774471253,25,50
178,1.78e-07,1113.234433995006,-23.784537970499,-0.0006630699070161094,-0.014976392000000338,-30.872557753490035,25,50
179,1.79e-07,1113.247187355019,-23.811330075454777,0.0012021818605555947,-0.017347460000000314,-30.872557762174907,25,50
180,1.8000000000000002e-07,1113.2599410072455,-23.84961397573402,0.0028051924695934576,-0.01971852800000029,-30.872557769114866,25,50
181,1.8100000000000002e-07,1113.272694951695,-23.90251489526578,0.004409386557743335,-0.017347460000000314,-30.872557777060837,25,50
182,1.8200000000000002e-07,1113.285449188378,-23.93832461689793,0.00469747498378305,-0.015503296000000333,-30.87255778711233,25,50
183,1.83e-07,1113.2982037173051,-23.92264304626014,0.004064592029416087,-0.01682055600000032,-30.872557793764564,25,50
184,1.84e-07,1113.3109585384852,-23.925520830117733,-0.00038727782070637883,-0.017084008000000317,-30.872557801969744,25,50
185,1.85e-07,1113.323713651929,-23.931357028823804,-0.000359481020248392,-0.013922584000000349,-30.872557810625977,25,50
186,1.8600000000000002e-07,1113.3364690576466,-23.933308553026276,0.000854780435561035,-0.013132228000000357,-30.872557818631485,25,50
187,1.8700000000000002e-07,1113.3492247556478,-23.972126554937976,-0.0014866773965053778,-0.018137816000000306,-30.872557826535505,25,50
188,1.8800000000000002e-07,1113.3619807459427,-24.038175239821303,-0.00053418517704033,-0.026041376000000227,-30.872557834887235,25,50
189,1.89e-07,1113.3747370285414,-24.11981808543863,0.00028733080445168206,-0.025514472000000232,-30.87255784148439,25,50
190,1.9e-07,1113.3874936034533,-24.137717868323968,-0.0016567008041833303,-0.013922584000000349,-30.87255785182867,25,50
191,1.91e-07,1113.40025047069,-24.084245212993803,-0.0028097464332157334,-0.007599736000000412,-30.872557858765365,25,50
192,1.9200000000000003e-07,1113.4130076302602,-24.02621041521195,-0.004093939167480526,-0.009443900000000394,-30.872557867245806,25,50
193,1.9300000000000002e-07,1113.4257650821744,-23.97724752388377,-0.003006540024069162,-0.007336284000000415,-30.872557874517597,25,50
194,1.9400000000000002e-07,1113.4385228264423,-23.92063720168821,0.0012427645077734925,-0.004701764000000441,-30.872557883881015,25,50
195,1.95e-07,1113.4512808630748,-23.863184901069722,0.001145579863980487,-0.0070728320000004175,-30.872557890933177,25,50
196,1.96e-07,1113.464039192081,-23.812729778505293,-0.0023760491386897935,-0.01471294000000034,-30.87255789952447,25,50
197,1.97e-07,1113.4767978134714,-23.793957680114328,-0.0040531321666342456,-0.016557104000000322,-30.87255790745294,25,50
198,1.98e-07,1113.489556727256,-23.79162949857941,-0.0007242846329637155,-0.011551516000000372,-30.872557916368017,25,50
199,1.9900000000000002e-07,1113.5023159334453,-23.7646926019363,0.004053877237055699,-0.01181496800000037,-30.87255792406792,25,50
200,2.0000000000000002e-07,1113.5150754320487,-23.74112256868044,0.0001384582176779715,-0.012605324000000362,-30.872557931651887,25,50
201,2.01e-07,1113.5278352230762,-23.71536479925537,-0.0025911480462616865,-0.011024612000000378,-30.87255793966898,25,50
202,2.02e-07,1113.540595306538,-23.661454970571974,0.0017926829128728148,-0.008916996000000399,-30.8725579486681,25,50
203,2.03e-07,1113.5533556824448,-23.61799725174521,0.00024908969729166514,-0.004438312000000444,-30.8725579564477,25,50
204,2.04e-07,1113.566116350806,-23.56503554694685,-0.0011625771460461462,-0.006545928000000423,-30.872557964106917,25,50
205,2.0500000000000002e-07,1113.5788773116315,-23.493375775578432,0.0009825205643073387,-0.012341872000000365,-30.872557972194727,25,50
206,2.0600000000000002e-07,1113.5916385649316,-23.45774227095941,0.00036152659382257,-0.014976392000000338,-30.872557980709985,25,50
207,2.0700000000000001e-07,1113.6044001107166,-23.458017015077367,0.00039927860074728247,-0.013132228000000357,-30.87255798910149,25,50
208,2.08e-07,1113.6171619489965,-23.448497530186494,0.000964021904447797,-0.013659132000000351,-30.87255799736812,25,50
209,2.09e-07,1113.6299240797812,-23.449623713677596,-0.0005787858063053891,-0.014449488000000343,-30.872558004408734,25,50
210,2.1e-07,1113.6426865030803,-23.481076983187755,0.0007763970148952453,-0.007336284000000415,-30.87255801132236,25,50
211,2.1100000000000002e-07,1113.6554492189039,-23.509440735508143,-0.0015567412396866364,-0.0028576000000004598,-30.87255802250787,25,50
212,2.1200000000000002e-07,1113.6682122272637,-23.53942943775492,-0.006524425943267484,-0.005492120000000433,-30.872558028614005,25,50
213,2.1300000000000001e-07,1113.6809755281677,-23.570532029375528,-0.00424726162484193,-0.008916996000000399,-30.872558037339736,25,50
214,2.14e-07,1113.693739121627,-23.55436510291126,-0.002101896739480527,-0.011551516000000372,-30.872558045933907,25,50
215,2.15e-07,1113.7065030076517,-23.532949455009714,0.000833742279598013,-0.016030200000000328,-30.872558054395405,25,50
216,2.16e-07,1113.7192671862517,-23.512532484506153,0.00245204480735303,-0.013395680000000354,-30.8725580605234,25,50
217,2.1700000000000002e-07,1113.7320316574362,-23.466016454946576,0.0018309300131802977,-0.006019024000000428,-30.872558069816208,25,50
218,2.1800000000000002e-07,1113.7447964212165,-23.410388532033632,0.0010780021682687835,-0.003121052000000457,-30.872558077323244,25,50
219,2.1900000000000002e-07,1113.757561477602,-23.36990468568688,-0.0012557294055451833,-0.001540340000000473,-30.872558086892827,25,50
220,2.2e-07,1113.7703268266034,-23.335920087757316,0.0003621996541612546,-0.005755572000000431,-30.872558094124578,25,50
221,2.21e-07,1113.78309246823,-23.29643937079165,0.000926205560411738,-0.011551516000000372,-30.872558102316827,25,50
222,2.22e-07,1113.7958584024923,-23.259881522999613,-0.0002223509336256841,-0.01471294000000034,-30.872558110368658,25,50
223,2.2300000000000002e-07,1113.8086246294001,-23.24370291082003,-0.001634499964858114,-0.01576674800000033,-30.87255811772911,25,50
